,id
2499,471060
2500,646559
2501,719151
2502,735130
2503,643677
2504,735001
2505,645402
2506,718995
2507,572608
2508,723359
2509,723669
2510,712295
2511,644825
2512,705742
2513,735292
2514,723629
2515,712303
2516,698020
2517,718578
2518,735601
2519,676746
2520,705782
2521,654424
2522,647854
2523,567314
2524,644797
2525,718864
2526,642091
2527,645669
2528,647806
2529,698603
2530,729674
2531,697384
2532,735495
2533,572726
2534,572110
2535,644034
2536,648384
2537,643223
2538,573572
2539,654810
2540,712529
2541,729706
2542,647414
2543,643017
2544,571899
2545,647454
2546,735353
2547,646366
2548,642290
2549,735576
2550,645620
2551,729783
2552,645040
2553,697222
2554,696948
2555,573558
2556,706191
2557,706493
2558,718994
2559,698558
2560,677285
2561,654700
2562,643093
2563,712498
2564,643856
2565,646219
2566,696954
2567,712581
2568,729821
2569,646799
2570,647596
2571,646949
2572,643702
2573,642598
2574,643722
2575,705860
2576,712701
2577,644005
2578,654767
2579,470940
2580,735545
2581,648001
2582,643043
2583,646199
2584,645104
2585,645712
2586,654782
2587,641761
2588,735124
2589,646260
2590,676638
2591,654376
2592,735550
2593,697863
2594,472609
2595,712734
2596,643283
2597,729685
2598,642255
2599,647048
2600,642115
2601,712342
2602,471193
2603,643232
2604,647185
2605,644554
2606,698369
2607,643481
2608,642859
2609,712226
2610,647186
2611,647902
2612,646295
2613,643509
2614,735354
2615,723582
2616,676770
2617,697763
2618,645565
2619,676869
2620,574494
2621,712212
2622,645389
2623,646526
2624,654384
2625,718854
2626,677601
2627,641853
2628,643686
2629,712816
2630,735302
2631,729784
2632,571780
2633,697891
2634,676660
2635,697071
2636,643444
2637,647964
2638,646624
2639,645777
2640,647792
2641,676718
2642,645471
2643,642893
2644,718910
2645,471004
2646,646060
2647,643195
2648,677484
2649,644791
2650,719160
2651,472501
2652,677437
2653,647810
2654,648307
2655,644319
2656,723622
2657,718872
2658,698139
2659,647689
2660,646067
2661,676748
2662,735571
2663,642959
2664,642362
2665,705865
2666,676836
2667,697803
2668,647906
2669,572502
2670,572731
2671,644823
2672,647702
2673,646429
2674,647615
2675,735554
2676,645385
2677,642642
2678,567573
2679,642881
2680,697730
2681,644922
2682,677520
2683,705569
2684,644597
2685,642225
2686,644742
2687,647560
2688,643246
2689,735235
2690,570462
2691,698167
2692,712428
2693,706256
2694,718709
2695,643980
2696,642423
2697,697127
2698,644931
2699,646938
2700,571181
2701,647517
2702,729837
2703,735194
2704,645949
2705,643558
2706,647873
2707,735350
2708,642766
2709,644910
2710,696923
2711,567433
2712,646245
2713,654328
2714,712781
2715,677273
2716,697483
2717,471129
2718,718925
2719,646162
2720,648301
2721,705817
2722,642939
2723,677279
2724,719041
2725,677707
2726,643889
2727,705755
2728,645663
2729,705930
2730,643028
2731,698433
2732,644311
2733,718677
2734,705688
2735,706193
2736,719195
2737,677236
2738,642904
2739,697616
2740,712177
2741,572704
2742,735405
2743,654588
2744,698337
2745,644379
2746,470826
2747,641783
2748,654414
2749,647634
2750,647569
2751,572477
2752,696924
2753,654500
2754,677540
2755,572563
2756,643589
2757,723345
2758,706143
2759,706487
2760,729679
2761,646991
2762,642010
2763,705925
2764,472598
2765,712642
2766,729750
2767,471183
2768,712381
2769,471357
2770,644254
2771,642673
2772,735459
2773,647540
2774,646672
2775,654255
2776,643802
2777,719084
2778,569820
2779,697695
2780,646290
2781,471209
2782,642728
2783,712713
2784,705993
2785,641985
2786,705953
2787,697161
2788,573615
2789,677422
2790,706253
2791,719121
2792,647502
2793,677243
2794,735055
2795,698599
2796,470780
2797,641937
2798,470899
2799,572393
2800,706257
2801,698227
2802,567504
2803,641796
2804,647128
2805,642163
2806,643193
2807,643720
2808,647977
2809,646213
2810,641695
2811,572543
2812,723455
2813,723541
2814,723704
2815,647570
2816,718822
2817,696881
2818,642051
2819,472506
2820,644781
2821,643966
2822,642081
2823,571988
2824,643607
2825,647494
2826,647035
2827,677585
2828,645594
2829,729694
2830,572791
2831,645981
2832,643101
2833,705692
2834,654738
2835,735267
2836,642931
2837,471296
2838,735512
2839,642380
2840,642458
2841,697063
2842,572619
2843,571192
2844,735155
2845,735577
2846,697715
2847,567264
2848,646732
2849,647614
2850,677360
2851,642405
2852,644308
2853,697709
2854,646618
2855,719156
2856,712419
2857,471484
2858,712779
2859,572268
2860,654821
2861,646879
2862,698450
2863,696934
2864,642348
2865,645046
2866,648296
2867,647229
2868,654784
2869,567390
2870,719081
2871,642336
2872,697650
2873,698102
2874,735110
2875,647439
2876,573033
2877,470982
2878,705826
2879,654651
2880,677369
2881,697529
2882,647377
2883,646606
2884,697859
2885,647397
2886,572470
2887,642573
2888,642759
2889,677425
2890,676753
2891,642631
2892,641752
2893,644255
2894,706030
2895,642256
2896,645629
2897,697934
2898,705913
2899,712415
2900,572740
2901,647620
2902,677151
2903,676672
2904,643872
2905,645254
2906,644199
2907,648279
2908,698594
2909,677226
2910,712602
2911,643370
2912,646761
2913,644849
2914,647462
2915,643818
2916,644786
2917,697321
2918,735469
2919,647603
2920,646812
2921,643713
2922,572743
2923,648364
2924,735501
2925,644185
2926,642657
2927,647607
2928,643384
2929,572861
2930,712821
2931,647290
2932,729832
2933,642814
2934,645876
2935,647934
2936,471087
2937,572495
2938,647137
2939,697548
2940,647625
2941,647269
2942,735385
2943,706134
2944,642466
2945,718797
2946,572239
2947,719109
2948,697742
2949,723580
2950,644895
2951,642791
2952,697244
2953,697203
2954,697811
2955,644341
2956,643865
2957,646954
2958,697220
2959,642981
2960,676669
2961,697969
2962,729765
2963,641918
2964,729684
2965,654813
2966,571914
2967,641742
2968,572385
2969,572823
2970,735585
2971,647060
2972,471049
2973,677506
2974,643990
2975,647619
2976,572866
2977,642388
2978,642033
2979,642254
2980,642522
2981,698574
2982,735301
2983,643696
2984,646968
2985,642416
2986,645262
2987,706072
2988,698391
2989,645181
2990,643183
2991,642605
2992,697401
2993,705734
2994,735047
2995,643128
2996,735428
2997,698498
2998,646966
2999,697893
3000,644548
3001,654685
3002,471301
3003,697991
3004,735218
3005,712407
3006,647884
3007,723363
3008,705584
3009,677622
3010,705570
3011,735438
3012,735172
3013,676740
3014,697658
3015,677528
3016,706205
3017,698354
3018,654572
3019,697133
3020,647072
3021,648092
3022,642114
3023,735151
3024,697349
3025,644436
3026,647777
3027,642156
3028,712865
3029,697635
3030,676730
3031,571924
3032,734985
3033,644749
3034,735080
3035,698455
3036,697799
3037,569102
3038,654791
3039,697734
3040,698500
3041,645891
3042,642193
3043,643136
3044,643449
3045,705855
3046,677204
3047,572806
3048,654386
3049,646477
3050,644622
3051,645688
3052,646655
3053,644382
3054,729831
3055,470815
3056,698434
3057,572649
3058,642779
3059,712279
3060,676868
3061,648293
3062,642204
3063,735121
3064,644738
3065,573014
3066,697567
3067,645806
3068,706171
3069,645295
3070,697366
3071,705806
3072,472608
3073,712341
3074,646936
3075,697793
3076,697726
3077,644609
3078,645913
3079,646828
3080,643197
3081,471404
3082,573664
3083,696871
3084,641831
3085,718586
3086,697578
3087,471051
3088,697788
3089,647262
3090,644921
3091,642435
3092,573667
3093,697498
3094,677691
3095,647496
3096,572591
3097,719091
3098,648138
3099,647775
3100,677245
3101,646789
3102,723428
3103,646003
3104,654598
3105,647866
3106,643504
3107,647070
3108,705933
3109,645838
3110,642316
3111,641830
3112,471503
3113,647871
3114,572799
3115,677059
3116,644666
3117,697187
3118,712869
3119,648233
3120,642486
3121,723679
3122,642668
3123,676700
3124,643656
3125,641981
3126,712812
3127,644215
3128,644157
3129,572292
3130,642402
3131,641732
3132,646643
3133,718729
3134,706020
3135,644293
3136,646541
3137,647036
3138,644351
3139,654405
3140,643596
3141,647941
3142,712715
3143,697735
3144,654823
3145,642891
3146,677376
3147,718996
3148,647352
3149,645051
3150,567579
3151,642511
3152,644882
3153,697818
3154,706232
3155,471006
3156,676662
3157,698109
3158,646737
3159,677548
3160,646396
3161,471041
3162,647326
3163,735379
3164,712437
3165,647173
3166,734990
3167,644219
3168,677371
3169,705590
3170,677211
3171,644458
3172,642575
3173,471587
3174,644660
3175,676962
3176,718589
3177,646267
3178,647984
3179,566693
3180,645457
3181,470768
3182,677165
3183,677524
3184,643490
3185,572131
3186,677027
3187,718990
3188,698544
3189,718600
3190,706097
3191,647889
3192,647045
3193,647700
3194,697509
3195,712733
3196,645031
3197,566848
3198,677188
3199,644363
3200,723667
3201,735030
3202,643539
3203,719191
3204,705923
3205,471039
3206,643341
3207,647324
3208,677615
3209,698552
3210,648320
3211,645508
3212,643914
3213,718614
3214,644235
3215,645615
3216,642954
3217,647000
3218,677284
3219,718669
3220,705997
3221,642693
3222,712835
3223,647067
3224,735271
3225,645901
3226,643975
3227,647243
3228,646728
3229,647344
3230,712707
3231,712730
3232,654262
3233,644092
3234,645126
3235,718843
3236,472557
3237,648143
3238,643631
3239,647573
3240,572734
3241,729667
3242,706512
3243,718604
3244,718827
3245,697544
3246,645112
3247,641892
3248,677533
3249,698363
3250,698253
3251,654646
3252,719138
3253,641776
3254,705758
3255,696867
3256,647465
3257,642112
3258,643472
3259,729827
3260,643143
3261,643643
3262,572666
3263,677254
3264,718814
3265,697664
3266,654863
3267,647366
3268,646751
3269,642037
3270,718639
3271,698459
3272,697432
3273,719000
3274,572796
3275,646212
3276,647948
3277,641867
3278,646516
3279,697478
3280,712390
3281,698033
3282,647141
3283,647096
3284,735463
3285,698165
3286,676765
3287,471110
3288,643146
3289,471621
3290,712806
3291,644278
3292,647749
3293,648388
3294,645705
3295,705756
3296,697886
3297,567414
3298,676714
3299,643752
3300,646944
3301,697175
3302,698329
3303,677193
3304,705607
3305,677687
3306,647037
3307,572625
3308,697051
3309,719074
3310,698141
3311,642665
3312,648035
3313,644189
3314,697457
3315,677259
3316,572728
3317,642224
3318,646141
3319,647528
3320,654223
3321,647230
3322,643240
3323,697542
3324,647031
3325,642441
3326,642322
3327,735542
3328,718658
3329,642367
3330,677323
3331,697228
3332,712522
3333,735169
3334,712813
3335,644874
3336,471476
3337,698550
3338,697233
3339,472491
3340,646555
3341,647508
3342,677125
3343,676954
3344,641998
3345,677597
3346,697879
3347,654612
3348,642460
3349,471410
3350,566846
3351,645818
3352,676766
3353,643475
3354,646307
3355,718765
3356,654258
3357,719089
3358,719136
3359,735357
3360,654495
3361,647385
3362,712774
3363,723695
3364,642455
3365,647793
3366,642477
3367,642117
3368,646285
3369,706008
3370,471530
3371,698484
3372,697496
3373,705536
3374,642518
3375,643522
3376,641983
3377,643422
3378,719187
3379,676857
3380,705616
3381,712439
3382,647063
3383,646159
3384,705905
3385,654373
3386,572139
3387,735011
3388,571823
3389,471044
3390,677441
3391,706527
3392,697634
3393,698060
3394,470828
3395,697462
3396,677390
3397,646573
3398,647912
3399,642692
3400,718810
3401,470958
3402,705599
3403,647519
3404,572415
3405,712301
3406,706536
3407,654313
3408,647778
3409,646239
3410,648327
3411,712858
3412,735214
3413,697536
3414,729703
3415,697407
3416,712153
3417,643516
3418,642531
3419,698357
3420,471582
3421,644699
3422,645532
3423,573525
3424,566710
3425,572865
3426,642532
3427,647098
3428,642922
3429,712240
3430,677416
3431,647658
3432,645739
3433,735500
3434,645568
3435,697109
3436,735135
3437,712380
3438,643450
3439,697894
3440,647200
3441,645849
3442,697393
3443,644318
3444,644168
3445,705738
3446,645649
3447,697824
3448,654482
3449,712786
3450,644878
3451,677034
3452,654730
3453,723540
3454,705807
3455,735163
3456,642947
3457,642250
3458,472604
3459,729798
3460,644986
3461,644193
3462,642246
3463,677095
3464,572234
3465,646742
3466,648193
3467,712555
3468,677574
3469,698171
3470,647131
3471,471461
3472,644044
3473,677703
3474,698068
3475,643615
3476,677182
3477,676835
3478,642386
3479,642222
3480,571983
3481,697563
3482,644303
3483,723538
3484,735282
3485,642321
3486,646722
3487,572714
3488,677756
3489,705889
3490,712829
3491,566824
3492,573071
3493,698163
3494,647325
3495,698323
3496,698067
3497,677044
3498,643494
3499,643266
3500,470725
3501,654837
3502,643367
3503,696952
3504,642264
3505,647568
3506,698019
3507,729806
3508,705783
3509,712288
3510,572044
3511,644082
3512,644950
3513,654652
3514,677535
3515,646711
3516,645320
3517,735549
3518,642879
3519,647719
3520,645548
3521,677146
3522,471261
3523,648010
3524,706498
3525,645218
3526,697350
3527,676790
3528,645007
3529,698207
3530,729835
3531,697426
3532,643637
3533,718572
3534,705961
3535,706155
3536,706521
3537,697017
3538,705772
3539,647042
3540,735236
3541,645160
3542,643693
3543,718966
3544,573012
3545,644256
3546,642476
3547,643943
3548,643065
3549,676941
3550,648052
3551,642625
3552,705938
3553,646736
3554,470937
3555,567445
3556,648156
3557,677402
3558,735021
3559,654293
3560,647911
3561,706057
3562,571727
3563,646790
3564,644039
3565,677414
3566,646374
3567,574543
3568,646145
3569,644990
3570,698262
3571,705950
3572,645747
3573,705985
3574,645529
3575,648348
3576,646474
3577,677661
3578,676821
3579,706003
3580,735520
3581,646844
3582,676965
3583,647371
3584,643058
3585,712797
3586,644735
3587,712404
3588,705698
3589,697607
3590,698133
3591,646010
3592,712736
3593,642251
3594,643777
3595,696909
3596,698629
3597,712210
3598,642606
3599,647105
3600,706233
3601,646047
3602,645928
3603,567074
3604,647557
3605,729786
3606,697561
3607,646617
3608,642624
3609,697678
3610,642843
3611,718918
3612,677171
3613,696990
3614,644003
3615,654699
3616,471081
3617,642960
3618,719201
3619,647427
3620,471017
3621,719194
3622,697740
3623,718594
3624,735209
3625,677701
3626,705982
3627,697040
3628,567369
3629,641921
3630,643399
3631,718697
3632,735034
3633,470751
3634,642861
3635,697860
3636,729760
3637,647672
3638,571913
3639,712627
3640,644144
3641,642300
3642,712236
3643,567250
3644,697539
3645,644508
3646,677076
3647,697263
3648,647094
3649,644133
3650,698356
3651,677546
3652,647965
3653,706251
3654,698522
3655,723598
3656,645208
3657,718588
3658,677099
3659,646860
3660,697626
3661,642368
3662,677248
3663,735470
3664,723583
3665,641794
3666,712831
3667,472548
3668,647525
3669,643604
3670,647184
3671,471217
3672,654549
3673,471396
3674,572779
3675,729787
3676,719099
3677,647379
3678,572417
3679,698444
3680,645118
3681,647886
3682,647994
3683,644236
3684,712262
3685,646750
3686,718620
3687,470855
3688,645199
3689,642961
3690,643306
3691,698583
3692,735312
3693,647598
3694,643689
3695,646690
3696,470888
3697,698260
3698,646696
3699,642186
3700,643016
3701,647949
3702,647914
3703,697510
3704,647610
3705,705954
3706,706001
3707,647852
3708,572144
3709,712276
3710,718679
3711,643363
3712,646654
3713,646216
3714,647661
3715,697804
3716,647453
3717,648230
3718,645868
3719,641760
3720,654573
3721,723693
3722,644384
3723,719196
3724,677311
3725,697113
3726,571759
3727,698101
3728,677378
3729,648113
3730,654279
3731,470983
3732,697880
3733,697249
3734,677216
3735,646175
3736,712200
3737,677556
3738,697306
3739,572618
3740,698261
3741,644453
3742,723619
3743,677373
3744,706192
3745,706524
3746,712542
3747,735285
3748,723383
3749,642446
3750,647982
3751,697704
3752,641912
3753,643489
3754,646398
3755,719046
3756,729704
3757,646633
3758,719082
3759,646443
3760,644418
3761,697569
3762,642948
3763,697755
3764,642109
3765,676651
3766,646727
3767,723610
3768,471115
3769,472576
3770,572697
3771,647168
3772,643847
3773,712429
3774,697329
3775,718837
3776,643595
3777,698536
3778,654247
3779,712475
3780,644953
3781,718801
3782,712285
3783,643293
3784,643927
3785,642588
3786,729766
3787,572205
3788,642909
3789,642942
3790,697504
3791,645212
3792,698304
3793,572848
3794,729671
3795,712862
3796,735003
3797,645903
3798,719028
3799,647668
3800,712531
3801,677138
3802,646281
3803,676675
3804,647361
3805,705577
3806,735306
3807,572620
3808,697851
3809,654345
3810,470856
3811,472611
3812,646862
3813,648308
3814,642268
3815,705723
3816,642887
3817,641873
3818,644147
3819,723711
3820,647027
3821,719038
3822,471415
3823,646831
3824,712462
3825,643300
3826,644690
3827,735210
3828,677583
3829,644420
3830,644683
3831,735591
3832,647117
3833,646634
3834,677304
3835,642285
3836,696947
3837,644263
3838,697012
3839,712802
3840,642034
3841,646463
3842,645326
3843,735572
3844,697027
3845,698040
3846,705540
3847,645209
3848,643618
3849,696986
3850,644995
3851,643724
3852,572702
3853,647362
3854,643380
3855,643915
3856,643704
3857,644822
3858,572814
3859,470996
3860,646594
3861,677065
3862,723565
3863,698585
3864,645136
3865,712739
3866,646667
3867,647761
3868,698223
3869,644165
3870,676741
3871,647765
3872,648231
3873,647084
3874,712442
3875,677682
3876,645027
3877,644756
3878,471220
3879,735474
3880,698569
3881,572611
3882,698397
3883,712250
3884,718787
3885,677735
3886,712705
3887,705747
3888,723718
3889,644096
3890,735048
3891,643492
3892,644655
3893,647278
3894,697836
3895,696869
3896,705531
3897,647551
3898,719015
3899,677161
3900,646603
3901,698195
3902,647903
3903,572412
3904,644688
3905,642769
3906,712476
3907,573614
3908,574511
3909,642561
3910,647996
3911,643272
3912,712334
3913,645927
3914,712194
3915,645786
3916,697979
3917,706202
3918,470951
3919,706049
3920,642632
3921,644733
3922,654796
3923,642154
3924,718909
3925,719071
3926,718760
3927,723709
3928,472555
3929,735261
3930,646777
3931,472575
3932,647140
3933,642679
3934,643639
3935,696912
3936,718766
3937,697630
3938,735411
3939,697653
3940,645010
3941,647548
3942,643227
3943,567462
3944,735226
3945,705934
3946,648252
3947,677109
3948,735329
3949,735165
3950,646530
3951,648386
3952,647685
3953,644131
3954,706484
3955,646955
3956,723418
3957,697204
3958,718644
3959,567137
3960,723621
3961,697185
3962,706014
3963,654862
3964,723664
3965,654775
3966,647444
3967,729836
3968,677770
3969,642479
3970,718983
3971,677152
3972,646465
3973,647008
3974,645219
3975,712388
3976,643953
3977,643273
3978,712482
3979,647915
3980,645485
3981,654528
3982,654584
3983,642488
3984,654240
3985,643466
3986,654798
3987,735128
3988,718748
3989,735548
3990,572628
3991,645525
3992,572886
3993,471159
3994,647034
3995,647022
3996,643478
3997,645301
3998,643075
3999,470897
